Subject,Block,Trial,Horizon,Info,mu_L,mu_R,delta,Choice,RT,Accuracy,Outcome
nvyarhic8nix5bhiico65vht.,42,5,5,0,40,44,-4,1,0.17051500000525266,0,43
nvyarhic8nix5bhiico65vht.,43,1,5,0,40,32,8,1,0.5396699999980629,1,37
nvyarhic8nix5bhiico65vht.,43,2,5,0,40,32,8,0,0.7878949999865145,0,19
nvyarhic8nix5bhiico65vht.,43,3,5,0,40,32,8,0,0.960785000002943,0,36
nvyarhic8nix5bhiico65vht.,43,4,5,0,40,32,8,1,0.5344199999817647,1,43
nvyarhic8nix5bhiico65vht.,43,5,5,0,40,32,8,1,0.29832500001043083,1,28
nvyarhic8nix5bhiico65vht.,44,1,5,0,60,52,8,0,0.5626049999846146,0,50
nvyarhic8nix5bhiico65vht.,44,2,5,0,60,52,8,1,0.42919500000402333,1,64
nvyarhic8nix5bhiico65vht.,44,3,5,0,60,52,8,1,0.5764750000089407,1,58
nvyarhic8nix5bhiico65vht.,44,4,5,0,60,52,8,0,0.6490150000024587,0,51
nvyarhic8nix5bhiico65vht.,44,5,5,0,60,52,8,1,0.3885250000166707,1,67
nvyarhic8nix5bhiico65vht.,45,1,5,0,60,48,12,1,0.44195000000763685,1,72
nvyarhic8nix5bhiico65vht.,45,2,5,0,60,48,12,1,0.6225350000024773,1,58
nvyarhic8nix5bhiico65vht.,45,3,5,0,60,48,12,0,0.607749999995809,0,40
nvyarhic8nix5bhiico65vht.,45,4,5,0,60,48,12,0,0.6752849999759346,0,50
nvyarhic8nix5bhiico65vht.,45,5,5,0,60,48,12,0,0.4799250000216998,0,56
nvyarhic8nix5bhiico65vht.,46,1,10,1,40,48,-8,1,1.7188250000178815,0,48
nvyarhic8nix5bhiico65vht.,46,2,10,1,40,48,-8,0,0.39222000000905244,1,55
nvyarhic8nix5bhiico65vht.,46,3,10,1,40,48,-8,1,0.39750000002095476,0,46
nvyarhic8nix5bhiico65vht.,46,4,10,1,40,48,-8,1,25.695154999993743,0,38
nvyarhic8nix5bhiico65vht.,46,5,10,1,40,48,-8,0,0.9530500000109896,1,49
nvyarhic8nix5bhiico65vht.,46,6,10,1,40,48,-8,0,0.3094050000072457,1,55
nvyarhic8nix5bhiico65vht.,46,7,10,1,40,48,-8,0,0.20911999998474495,1,42
nvyarhic8nix5bhiico65vht.,46,8,10,1,40,48,-8,0,0.1939550000242889,1,44
nvyarhic8nix5bhiico65vht.,46,9,10,1,40,48,-8,0,0.2141899999990128,1,34
nvyarhic8nix5bhiico65vht.,46,10,10,1,40,48,-8,0,0.17462499998509884,1,53
nvyarhic8nix5bhiico65vht.,47,1,10,-1,40,52,-12,0,1.0520850000027568,1,61
nvyarhic8nix5bhiico65vht.,47,2,10,-1,40,52,-12,0,0.5011949999895878,1,68
nvyarhic8nix5bhiico65vht.,47,3,10,-1,40,52,-12,1,0.5186150000081398,0,48
nvyarhic8nix5bhiico65vht.,47,4,10,-1,40,52,-12,0,0.8017699999907054,1,66
nvyarhic8nix5bhiico65vht.,47,5,10,-1,40,52,-12,0,0.5639899999951012,1,45
nvyarhic8nix5bhiico65vht.,47,6,10,-1,40,52,-12,0,0.2682149999891408,1,68
nvyarhic8nix5bhiico65vht.,47,7,10,-1,40,52,-12,0,0.23579999999469148,1,46
nvyarhic8nix5bhiico65vht.,47,8,10,-1,40,52,-12,0,0.18679999999608846,1,39
nvyarhic8nix5bhiico65vht.,47,9,10,-1,40,52,-12,1,0.3692799999844283,0,42
nvyarhic8nix5bhiico65vht.,47,10,10,-1,40,52,-12,0,0.5133499999940395,1,54
nvyarhic8nix5bhiico65vht.,48,1,10,0,60,56,4,0,4.198215000011492,0,62
nvyarhic8nix5bhiico65vht.,48,2,10,0,60,56,4,1,0.46385999998869376,1,50
nvyarhic8nix5bhiico65vht.,48,3,10,0,60,56,4,1,0.5442599999951199,1,71
nvyarhic8nix5bhiico65vht.,48,4,10,0,60,56,4,0,0.43238499999279156,0,56
nvyarhic8nix5bhiico65vht.,48,5,10,0,60,56,4,1,0.757855000003241,1,61
nvyarhic8nix5bhiico65vht.,48,6,10,0,60,56,4,0,0.7621100000105798,0,55
nvyarhic8nix5bhiico65vht.,48,7,10,0,60,56,4,1,0.496710000006482,1,66
nvyarhic8nix5bhiico65vht.,48,8,10,0,60,56,4,1,0.315000000002794,1,57
nvyarhic8nix5bhiico65vht.,48,9,10,0,60,56,4,1,0.183274999988731,1,52
nvyarhic8nix5bhiico65vht.,48,10,10,0,60,56,4,1,0.15942999999970198,1,55
nvyarhic8nix5bhiico65vht.,49,1,5,1,40,20,20,1,3.1318550000144167,1,34
nvyarhic8nix5bhiico65vht.,49,2,5,1,40,20,20,0,0.39776500000152737,0,18
nvyarhic8nix5bhiico65vht.,49,3,5,1,40,20,20,1,0.3512899999911897,1,35
nvyarhic8nix5bhiico65vht.,49,4,5,1,40,20,20,1,0.4781899999943562,1,42
nvyarhic8nix5bhiico65vht.,49,5,5,1,40,20,20,1,0.36208500000089405,1,44
nvyarhic8nix5bhiico65vht.,50,1,5,0,60,40,20,1,7.194004999998025,1,62
nvyarhic8nix5bhiico65vht.,50,2,5,0,60,40,20,1,0.44924499999638645,1,54
nvyarhic8nix5bhiico65vht.,50,3,5,0,60,40,20,0,0.3868699999870733,0,41
nvyarhic8nix5bhiico65vht.,50,4,5,0,60,40,20,0,0.43559499998763207,0,31
nvyarhic8nix5bhiico65vht.,50,5,5,0,60,40,20,1,0.7492149999886751,1,63
nvyarhic8nix5bhiico65vht.,51,1,10,-1,60,52,8,0,2.0374550000126472,0,55
nvyarhic8nix5bhiico65vht.,51,2,10,-1,60,52,8,1,0.4141750000123866,1,46
nvyarhic8nix5bhiico65vht.,51,3,10,-1,60,52,8,0,0.34879000001819804,0,55
nvyarhic8nix5bhiico65vht.,51,4,10,-1,60,52,8,0,0.3666599999992177,0,40
nvyarhic8nix5bhiico65vht.,51,5,10,-1,60,52,8,1,1.494570000010077,1,60
nvyarhic8nix5bhiico65vht.,51,6,10,-1,60,52,8,1,0.6276849999851547,1,82
nvyarhic8nix5bhiico65vht.,51,7,10,-1,60,52,8,1,0.48420000000623986,1,63
nvyarhic8nix5bhiico65vht.,51,8,10,-1,60,52,8,1,0.3224099999931641,1,57
nvyarhic8nix5bhiico65vht.,51,9,10,-1,60,52,8,1,0.18903499998850748,1,55
nvyarhic8nix5bhiico65vht.,51,10,10,-1,60,52,8,1,0.16990000000782313,1,74
nvyarhic8nix5bhiico65vht.,52,1,10,1,40,10,30,0,6.851965000008699,0,0
nvyarhic8nix5bhiico65vht.,52,2,10,1,40,10,30,1,0.47917000000551346,1,44
nvyarhic8nix5bhiico65vht.,52,3,10,1,40,10,30,1,0.5092250000163913,1,44
nvyarhic8nix5bhiico65vht.,52,4,10,1,40,10,30,1,0.5529699999894947,1,30
nvyarhic8nix5bhiico65vht.,52,5,10,1,40,10,30,1,0.4774500000057742,1,39
nvyarhic8nix5bhiico65vht.,52,6,10,1,40,10,30,0,0.567574999993667,0,6
nvyarhic8nix5bhiico65vht.,52,7,10,1,40,10,30,1,0.6869850000077858,1,31
nvyarhic8nix5bhiico65vht.,52,8,10,1,40,10,30,1,0.22040500000026078,1,40
nvyarhic8nix5bhiico65vht.,52,9,10,1,40,10,30,1,0.32763499999418855,1,36
nvyarhic8nix5bhiico65vht.,52,10,10,1,40,10,30,1,0.41851999997720124,1,32
nvyarhic8nix5bhiico65vht.,53,1,5,1,60,80,-20,1,0.6039599999785423,0,75
nvyarhic8nix5bhiico65vht.,53,2,5,1,60,80,-20,1,0.5407300000078976,0,63
nvyarhic8nix5bhiico65vht.,53,3,5,1,60,80,-20,0,0.46267000000784175,1,65
nvyarhic8nix5bhiico65vht.,53,4,5,1,60,80,-20,1,0.5632150000017137,0,55
nvyarhic8nix5bhiico65vht.,53,5,5,1,60,80,-20,1,0.7586750000193715,0,57
nvyarhic8nix5bhiico65vht.,54,1,10,0,60,40,20,1,72.02989000000525,1,60
nvyarhic8nix5bhiico65vht.,54,2,10,0,60,40,20,1,0.4480700000128709,1,58
nvyarhic8nix5bhiico65vht.,54,3,10,0,60,40,20,0,0.4484799999920651,0,25
nvyarhic8nix5bhiico65vht.,54,4,10,0,60,40,20,0,0.3293650000123307,0,42
nvyarhic8nix5bhiico65vht.,54,5,10,0,60,40,20,1,0.5116899999850429,1,50
nvyarhic8nix5bhiico65vht.,54,6,10,0,60,40,20,1,0.2877250000019558,1,71
nvyarhic8nix5bhiico65vht.,54,7,10,0,60,40,20,1,0.18470999997248874,1,61
nvyarhic8nix5bhiico65vht.,54,8,10,0,60,40,20,1,0.1484999999809079,1,57
nvyarhic8nix5bhiico65vht.,54,9,10,0,60,40,20,1,0.15991499999677763,1,50
nvyarhic8nix5bhiico65vht.,54,10,10,0,60,40,20,1,0.15445999999064952,1,70
nvyarhic8nix5bhiico65vht.,55,1,10,0,40,60,-20,1,0.8274450000026263,0,43
nvyarhic8nix5bhiico65vht.,55,2,10,0,40,60,-20,0,0.5033800000092015,1,58
nvyarhic8nix5bhiico65vht.,55,3,10,0,40,60,-20,1,0.39948500000173226,0,46
nvyarhic8nix5bhiico65vht.,55,4,10,0,40,60,-20,0,0.5117999999783933,1,60
nvyarhic8nix5bhiico65vht.,55,5,10,0,40,60,-20,0,0.28893999999854714,1,52
nvyarhic8nix5bhiico65vht.,55,6,10,0,40,60,-20,0,0.33853999999677764,1,48
nvyarhic8nix5bhiico65vht.,55,7,10,0,40,60,-20,1,0.5625500000021421,0,27
nvyarhic8nix5bhiico65vht.,55,8,10,0,40,60,-20,0,0.5393550000153482,1,60
nvyarhic8nix5bhiico65vht.,55,9,10,0,40,60,-20,0,0.1590450000073761,1,52
nvyarhic8nix5bhiico65vht.,55,10,10,0,40,60,-20,0,0.1543999999994412,1,58
nvyarhic8nix5bhiico65vht.,56,1,5,-1,40,36,4,0,0.8558400000040419,0,36
nvyarhic8nix5bhiico65vht.,56,2,5,-1,40,36,4,1,0.3806849999818951,1,45
nvyarhic8nix5bhiico65vht.,56,3,5,-1,40,36,4,0,0.4184499999973923,0,52
nvyarhic8nix5bhiico65vht.,56,4,5,-1,40,36,4,0,1.239920000021346,0,35
nvyarhic8nix5bhiico65vht.,56,5,5,-1,40,36,4,1,0.916239999991376,1,33
nvyarhic8nix5bhiico65vht.,57,1,10,1,40,70,-30,0,4.012430000002496,1,74
nvyarhic8nix5bhiico65vht.,57,2,10,1,40,70,-30,1,0.35422000000812115,0,36
nvyarhic8nix5bhiico65vht.,57,3,10,1,40,70,-30,1,0.48501000000396743,0,41
nvyarhic8nix5bhiico65vht.,57,4,10,1,40,70,-30,1,0.4970550000141375,0,39
nvyarhic8nix5bhiico65vht.,57,5,10,1,40,70,-30,0,0.5160800000014715,1,66
nvyarhic8nix5bhiico65vht.,57,6,10,1,40,70,-30,0,0.3454550000024028,1,78
nvyarhic8nix5bhiico65vht.,57,7,10,1,40,70,-30,0,0.23902000000840054,1,67
nvyarhic8nix5bhiico65vht.,57,8,10,1,40,70,-30,0,0.1784049999844283,1,77
nvyarhic8nix5bhiico65vht.,57,9,10,1,40,70,-30,0,0.13925499998778104,1,75
nvyarhic8nix5bhiico65vht.,57,10,10,1,40,70,-30,0,0.1538799999980256,1,66
nvyarhic8nix5bhiico65vht.,58,1,5,-1,40,32,8,1,0.6723950000014156,1,38
nvyarhic8nix5bhiico65vht.,58,2,5,-1,40,32,8,0,0.3682949999929406,0,34
nvyarhic8nix5bhiico65vht.,58,3,5,-1,40,32,8,0,0.4943900000071153,0,34
nvyarhic8nix5bhiico65vht.,58,4,5,-1,40,32,8,0,0.6364100000066683,0,18
nvyarhic8nix5bhiico65vht.,58,5,5,-1,40,32,8,1,0.6634250000058673,1,56
nvyarhic8nix5bhiico65vht.,59,1,5,0,40,48,-8,1,3.5261699999971317,0,36
nvyarhic8nix5bhiico65vht.,59,2,5,0,40,48,-8,0,0.32513000001199543,1,50
nvyarhic8nix5bhiico65vht.,59,3,5,0,40,48,-8,1,0.32911500000068916,0,35
nvyarhic8nix5bhiico65vht.,59,4,5,0,40,48,-8,0,0.5318900000131689,1,46
nvyarhic8nix5bhiico65vht.,59,5,5,0,40,48,-8,0,0.25476499999081714,1,56
nvyarhic8nix5bhiico65vht.,60,1,5,-1,60,48,12,0,12.280419999995269,0,51
nvyarhic8nix5bhiico65vht.,60,2,5,-1,60,48,12,0,0.4711200000019744,0,59
nvyarhic8nix5bhiico65vht.,60,3,5,-1,60,48,12,1,0.49314500001538547,1,74
nvyarhic8nix5bhiico65vht.,60,4,5,-1,60,48,12,0,1.044614999991376,0,54
nvyarhic8nix5bhiico65vht.,60,5,5,-1,60,48,12,1,0.35813500001700593,1,58
nvyarhic8nix5bhiico65vht.,61,1,5,0,40,70,-30,1,2.445739999995567,0,39
nvyarhic8nix5bhiico65vht.,61,2,5,0,40,70,-30,0,0.32711000001290813,1,62
nvyarhic8nix5bhiico65vht.,61,3,5,0,40,70,-30,1,0.33883000002242625,0,39
nvyarhic8nix5bhiico65vht.,61,4,5,0,40,70,-30,0,0.3676499999999069,1,76
nvyarhic8nix5bhiico65vht.,61,5,5,0,40,70,-30,0,0.4343750000121072,1,66
nvyarhic8nix5bhiico65vht.,62,1,5,1,40,70,-30,0,0.5896750000244938,1,82
nvyarhic8nix5bhiico65vht.,62,2,5,1,40,70,-30,1,0.3511749999891035,0,46
nvyarhic8nix5bhiico65vht.,62,3,5,1,40,70,-30,1,0.5152099999831989,0,35
nvyarhic8nix5bhiico65vht.,62,4,5,1,40,70,-30,1,0.7205249999822118,0,31
nvyarhic8nix5bhiico65vht.,62,5,5,1,40,70,-30,0,0.3053650000076741,1,71
nvyarhic8nix5bhiico65vht.,63,1,10,-1,40,60,-20,0,2.473794999998063,1,63
nvyarhic8nix5bhiico65vht.,63,2,10,-1,40,60,-20,0,0.3982350000008009,1,57
nvyarhic8nix5bhiico65vht.,63,3,10,-1,40,60,-20,1,0.39250999997649344,0,28
nvyarhic8nix5bhiico65vht.,63,4,10,-1,40,60,-20,0,0.41404500001249833,1,58
nvyarhic8nix5bhiico65vht.,63,5,10,-1,40,60,-20,0,0.4579249999951571,1,62
nvyarhic8nix5bhiico65vht.,63,6,10,-1,40,60,-20,0,0.4426450000028126,1,62
nvyarhic8nix5bhiico65vht.,63,7,10,-1,40,60,-20,0,0.21478000000910835,1,50
nvyarhic8nix5bhiico65vht.,63,8,10,-1,40,60,-20,0,0.1487300000153482,1,53
nvyarhic8nix5bhiico65vht.,63,9,10,-1,40,60,-20,0,0.27423999999882653,1,54
nvyarhic8nix5bhiico65vht.,63,10,10,-1,40,60,-20,0,0.12862999999150634,1,65
nvyarhic8nix5bhiico65vht.,64,1,5,0,60,64,-4,1,10.755940000003203,0,64
nvyarhic8nix5bhiico65vht.,64,2,5,0,60,64,-4,1,0.5045650000106543,0,49
nvyarhic8nix5bhiico65vht.,64,3,5,0,60,64,-4,0,0.35456999999610705,1,58
nvyarhic8nix5bhiico65vht.,64,4,5,0,60,64,-4,0,0.4823049999834038,1,64
nvyarhic8nix5bhiico65vht.,64,5,5,0,60,64,-4,1,0.5479400000190362,0,60
nvyarhic8nix5bhiico65vht.,65,1,10,-1,40,36,4,0,0.06510999999567867,0,37
nvyarhic8nix5bhiico65vht.,65,2,10,-1,40,36,4,1,0.5973899999805726,1,43
nvyarhic8nix5bhiico65vht.,65,3,10,-1,40,36,4,0,0.5331949999961071,0,48
nvyarhic8nix5bhiico65vht.,65,4,10,-1,40,36,4,0,0.4443699999828823,0,32
nvyarhic8nix5bhiico65vht.,65,5,10,-1,40,36,4,1,1.0299050000030547,1,37
nvyarhic8nix5bhiico65vht.,65,6,10,-1,40,36,4,1,0.33377999998629093,1,51
nvyarhic8nix5bhiico65vht.,65,7,10,-1,40,36,4,1,0.1937299999995157,1,33
nvyarhic8nix5bhiico65vht.,65,8,10,-1,40,36,4,0,0.4244849999956787,0,19
nvyarhic8nix5bhiico65vht.,65,9,10,-1,40,36,4,1,0.5420349999917671,1,53
nvyarhic8nix5bhiico65vht.,65,10,10,-1,40,36,4,1,0.18535499999439345,1,36
nvyarhic8nix5bhiico65vht.,66,1,10,0,40,20,20,0,73.359354999993,0,9
nvyarhic8nix5bhiico65vht.,66,2,10,0,40,20,20,1,0.5559150000042282,1,24
nvyarhic8nix5bhiico65vht.,66,3,10,0,40,20,20,0,0.4093400000128895,0,20
nvyarhic8nix5bhiico65vht.,66,4,10,0,40,20,20,1,0.44769499998074025,1,41
nvyarhic8nix5bhiico65vht.,66,5,10,0,40,20,20,1,0.2103350000102073,1,34
nvyarhic8nix5bhiico65vht.,66,6,10,0,40,20,20,0,0.5715650000204332,0,15
nvyarhic8nix5bhiico65vht.,66,7,10,0,40,20,20,1,0.47292500000912696,1,39
nvyarhic8nix5bhiico65vht.,66,8,10,0,40,20,20,1,0.21043000000622125,1,42
nvyarhic8nix5bhiico65vht.,66,9,10,0,40,20,20,1,0.15892499999608845,1,34
nvyarhic8nix5bhiico65vht.,66,10,10,0,40,20,20,0,0.5278850000174716,0,31
nvyarhic8nix5bhiico65vht.,67,1,10,0,40,10,30,1,0.6772950000008569,1,40
nvyarhic8nix5bhiico65vht.,67,2,10,0,40,10,30,0,0.3632499999948777,0,11
nvyarhic8nix5bhiico65vht.,67,3,10,0,40,10,30,0,0.5785550000146031,0,0
nvyarhic8nix5bhiico65vht.,67,4,10,0,40,10,30,1,0.44226500002015384,1,33
nvyarhic8nix5bhiico65vht.,67,5,10,0,40,10,30,1,0.5484750000182539,1,46
nvyarhic8nix5bhiico65vht.,67,6,10,0,40,10,30,1,0.35327500000130385,1,45
nvyarhic8nix5bhiico65vht.,67,7,10,0,40,10,30,1,0.25287500000558794,1,46
nvyarhic8nix5bhiico65vht.,67,8,10,0,40,10,30,1,0.18392999999923632,1,40
nvyarhic8nix5bhiico65vht.,67,9,10,0,40,10,30,1,0.1705599999986589,1,45
nvyarhic8nix5bhiico65vht.,67,10,10,0,40,10,30,1,0.1792600000044331,1,49
nvyarhic8nix5bhiico65vht.,68,1,10,1,40,20,20,1,0.4441700000022538,1,34
nvyarhic8nix5bhiico65vht.,68,2,10,1,40,20,20,0,0.37049999998975547,0,36
nvyarhic8nix5bhiico65vht.,68,3,10,1,40,20,20,1,0.45334499998670075,1,34
nvyarhic8nix5bhiico65vht.,68,4,10,1,40,20,20,1,1.0615399999953807,1,50
nvyarhic8nix5bhiico65vht.,68,5,10,1,40,20,20,0,1.054759999999311,0,18
nvyarhic8nix5bhiico65vht.,68,6,10,1,40,20,20,1,0.5772900000154041,1,41
nvyarhic8nix5bhiico65vht.,68,7,10,1,40,20,20,0,0.5896049999864772,0,15
nvyarhic8nix5bhiico65vht.,68,8,10,1,40,20,20,1,0.47722000000067055,1,40
nvyarhic8nix5bhiico65vht.,68,9,10,1,40,20,20,1,0.18008499999996275,1,38
nvyarhic8nix5bhiico65vht.,68,10,10,1,40,20,20,1,0.17326000001095235,1,37
nvyarhic8nix5bhiico65vht.,69,1,5,1,40,10,30,0,0.63574499997776,0,2
nvyarhic8nix5bhiico65vht.,69,2,5,1,40,10,30,1,0.3930500000128523,1,35
nvyarhic8nix5bhiico65vht.,69,3,5,1,40,10,30,1,0.756120000005234,1,38
nvyarhic8nix5bhiico65vht.,69,4,5,1,40,10,30,1,0.9608200000077486,1,43
nvyarhic8nix5bhiico65vht.,69,5,5,1,40,10,30,1,0.38357000000495467,1,20
nvyarhic8nix5bhiico65vht.,70,1,5,0,40,52,-12,0,0.43260499997995794,1,55
nvyarhic8nix5bhiico65vht.,70,2,5,0,40,52,-12,1,0.7488799999989569,0,41
nvyarhic8nix5bhiico65vht.,70,3,5,0,40,52,-12,0,0.6966699999757111,1,49
nvyarhic8nix5bhiico65vht.,70,4,5,0,40,52,-12,1,0.7519700000118464,0,34
nvyarhic8nix5bhiico65vht.,70,5,5,0,40,52,-12,0,0.8280300000039861,1,41
nvyarhic8nix5bhiico65vht.,71,1,10,0,40,44,-4,0,0.4948049999945797,1,32
nvyarhic8nix5bhiico65vht.,71,2,10,0,40,44,-4,1,0.4347950000083074,0,45
nvyarhic8nix5bhiico65vht.,71,3,10,0,40,44,-4,0,0.5267849999945611,1,45
nvyarhic8nix5bhiico65vht.,71,4,10,0,40,44,-4,1,0.4632550000101328,0,41
nvyarhic8nix5bhiico65vht.,71,5,10,0,40,44,-4,0,0.7918099999953992,1,39
nvyarhic8nix5bhiico65vht.,71,6,10,0,40,44,-4,0,1.1844449999919162,1,50
nvyarhic8nix5bhiico65vht.,71,7,10,0,40,44,-4,0,1.0069399999920279,1,40
nvyarhic8nix5bhiico65vht.,71,8,10,0,40,44,-4,0,0.230405000009574,1,37
nvyarhic8nix5bhiico65vht.,71,9,10,0,40,44,-4,0,0.2132799999965355,1,35
nvyarhic8nix5bhiico65vht.,71,10,10,0,40,44,-4,0,0.1566849999949336,1,39
nvyarhic8nix5bhiico65vht.,72,1,10,0,60,30,30,0,0.4563450000132434,0,23
nvyarhic8nix5bhiico65vht.,72,2,10,0,60,30,30,0,0.49428000001376493,0,43
nvyarhic8nix5bhiico65vht.,72,3,10,0,60,30,30,1,0.45833999998308717,1,64
nvyarhic8nix5bhiico65vht.,72,4,10,0,60,30,30,1,0.5380099999890663,1,56
nvyarhic8nix5bhiico65vht.,72,5,10,0,60,30,30,1,0.3155049999770708,1,62
nvyarhic8nix5bhiico65vht.,72,6,10,0,60,30,30,1,0.18695999999204652,1,67
nvyarhic8nix5bhiico65vht.,72,7,10,0,60,30,30,1,0.15958499998692424,1,76
nvyarhic8nix5bhiico65vht.,72,8,10,0,60,30,30,1,0.1655700000124052,1,65
nvyarhic8nix5bhiico65vht.,72,9,10,0,60,30,30,1,0.13941499998327345,1,73
nvyarhic8nix5bhiico65vht.,72,10,10,0,60,30,30,1,0.15362500000651927,1,62
nvyarhic8nix5bhiico65vht.,73,1,10,1,60,30,30,1,0.5823500000117346,1,59
nvyarhic8nix5bhiico65vht.,73,2,10,1,60,30,30,1,0.3981550000025891,1,56
nvyarhic8nix5bhiico65vht.,73,3,10,1,60,30,30,1,0.4282400000086054,1,71
nvyarhic8nix5bhiico65vht.,73,4,10,1,60,30,30,0,0.43315999998571353,0,26
nvyarhic8nix5bhiico65vht.,73,5,10,1,60,30,30,1,0.5774849999872967,1,57
nvyarhic8nix5bhiico65vht.,73,6,10,1,60,30,30,1,0.210410000000149,1,61
nvyarhic8nix5bhiico65vht.,73,7,10,1,60,30,30,1,0.17876999999862164,1,53
nvyarhic8nix5bhiico65vht.,73,8,10,1,60,30,30,1,0.1734450000221841,1,55
nvyarhic8nix5bhiico65vht.,73,9,10,1,60,30,30,1,0.17941000001179055,1,67
nvyarhic8nix5bhiico65vht.,73,10,10,1,60,30,30,1,0.14924999998742716,1,62
nvyarhic8nix5bhiico65vht.,74,1,5,0,40,10,30,1,0.522365000011865,1,51
nvyarhic8nix5bhiico65vht.,74,2,5,0,40,10,30,0,0.4506999999866821,0,12
nvyarhic8nix5bhiico65vht.,74,3,5,0,40,10,30,0,0.6620399999958463,0,10
nvyarhic8nix5bhiico65vht.,74,4,5,0,40,10,30,1,0.4436299999943003,1,35
nvyarhic8nix5bhiico65vht.,74,5,5,0,40,10,30,1,0.2337499999846332,1,47
nvyarhic8nix5bhiico65vht.,75,1,10,1,60,40,20,1,0.3906100000021979,1,57
nvyarhic8nix5bhiico65vht.,75,2,10,1,60,40,20,1,0.46256499999389056,1,73
nvyarhic8nix5bhiico65vht.,75,3,10,1,60,40,20,0,0.4297450000010431,0,30
nvyarhic8nix5bhiico65vht.,75,4,10,1,60,40,20,1,0.6071850000005216,1,49
nvyarhic8nix5bhiico65vht.,75,5,10,1,60,40,20,1,0.5223249999983236,1,45
nvyarhic8nix5bhiico65vht.,75,6,10,1,60,40,20,0,0.6630799999986775,0,41
nvyarhic8nix5bhiico65vht.,75,7,10,1,60,40,20,1,0.45763499999884516,1,57
nvyarhic8nix5bhiico65vht.,75,8,10,1,60,40,20,1,0.19888999999966472,1,71
nvyarhic8nix5bhiico65vht.,75,9,10,1,60,40,20,1,0.16923499997891486,1,57
nvyarhic8nix5bhiico65vht.,75,10,10,1,60,40,20,1,0.1608849999899976,1,58
nvyarhic8nix5bhiico65vht.,76,1,5,1,40,48,-8,1,0.42299500000104306,0,33
nvyarhic8nix5bhiico65vht.,76,2,5,1,40,48,-8,0,0.45081999999796973,1,63
nvyarhic8nix5bhiico65vht.,76,3,5,1,40,48,-8,1,0.37119000000553204,0,43
nvyarhic8nix5bhiico65vht.,76,4,5,1,40,48,-8,1,1.0218149999855086,0,49
nvyarhic8nix5bhiico65vht.,76,5,5,1,40,48,-8,0,0.24551000000769274,1,45
nvyarhic8nix5bhiico65vht.,77,1,10,0,40,32,8,1,0.41834500001277775,1,45
nvyarhic8nix5bhiico65vht.,77,2,10,0,40,32,8,0,0.46257500001229346,0,21
nvyarhic8nix5bhiico65vht.,77,3,10,0,40,32,8,0,0.7803250000001862,0,29
nvyarhic8nix5bhiico65vht.,77,4,10,0,40,32,8,1,0.4781700000166893,1,43
nvyarhic8nix5bhiico65vht.,77,5,10,0,40,32,8,1,0.9016199999898672,1,35
nvyarhic8nix5bhiico65vht.,77,6,10,0,40,32,8,1,0.22901000001002103,1,38
nvyarhic8nix5bhiico65vht.,77,7,10,0,40,32,8,1,0.17632500000763685,1,43
nvyarhic8nix5bhiico65vht.,77,8,10,0,40,32,8,1,0.18929500001855196,1,38
nvyarhic8nix5bhiico65vht.,77,9,10,0,40,32,8,1,0.162210000009276,1,45
nvyarhic8nix5bhiico65vht.,77,10,10,0,40,32,8,1,0.16079500000318514,1,32
nvyarhic8nix5bhiico65vht.,78,1,5,0,60,80,-20,0,0.6187749999808148,1,90
nvyarhic8nix5bhiico65vht.,78,2,5,0,60,80,-20,1,0.5218350000213832,0,56
nvyarhic8nix5bhiico65vht.,78,3,5,0,60,80,-20,1,0.7508749999976717,0,56
nvyarhic8nix5bhiico65vht.,78,4,5,0,60,80,-20,0,0.3649650000156835,1,80
nvyarhic8nix5bhiico65vht.,78,5,5,0,60,80,-20,0,0.23857499999552967,1,79
nvyarhic8nix5bhiico65vht.,79,1,10,1,60,80,-20,1,0.390285000001546,0,70
nvyarhic8nix5bhiico65vht.,79,2,10,1,60,80,-20,1,0.3897000000001863,0,59
nvyarhic8nix5bhiico65vht.,79,3,10,1,60,80,-20,0,0.45750000001862645,1,84
nvyarhic8nix5bhiico65vht.,79,4,10,1,60,80,-20,1,0.6594050000132993,0,69
nvyarhic8nix5bhiico65vht.,79,5,10,1,60,80,-20,0,0.4770499999867752,1,68
nvyarhic8nix5bhiico65vht.,79,6,10,1,60,80,-20,0,0.267919999984093,1,85
nvyarhic8nix5bhiico65vht.,79,7,10,1,60,80,-20,0,0.15948000000184404,1,71
nvyarhic8nix5bhiico65vht.,79,8,10,1,60,80,-20,0,0.17822499998146668,1,73
nvyarhic8nix5bhiico65vht.,79,9,10,1,60,80,-20,0,0.18650499999057502,1,82
nvyarhic8nix5bhiico65vht.,79,10,10,1,60,80,-20,0,0.18333499997993932,1,75
nvyarhic8nix5bhiico65vht.,80,1,10,1,60,56,4,0,0.4402399999964982,0,60
nvyarhic8nix5bhiico65vht.,80,2,10,1,60,56,4,1,0.35316000002808867,1,53
nvyarhic8nix5bhiico65vht.,80,3,10,1,60,56,4,1,0.5724950000001118,1,48
nvyarhic8nix5bhiico65vht.,80,4,10,1,60,56,4,1,0.8659900000207126,1,47
nvyarhic8nix5bhiico65vht.,80,5,10,1,60,56,4,0,0.430129999993369,0,64
nvyarhic8nix5bhiico65vht.,80,6,10,1,60,56,4,0,0.5163600000087172,0,58
